Frame,X,Y,Z
486,-4666.30738393942,6901.833231909652,0
489,-4743.880806016013,7016.570384512141,0
492,-4823.1345188235055,7133.792818398439,0
494,-4877.183870667485,7213.73603302761,0
495,-4904.6286192722,7254.328960663147,0
496,-4931.793319421765,7294.507674751383,0
497,-4955.597438109528,7329.715826272003,0
511,9641.962234773584,684.8016688793965,0
513,-5372.029490917806,7945.651371109191,0
514,-5396.953803426169,7982.516376819016,0
516,-5448.482719173797,8058.7316695224745,0
519,-5524.935947429789,8171.811967935758,0
521,-5574.224475536215,8244.713552260806,0
523,-5627.433682014745,8323.414126248072,0
526,-5703.326813360436,8435.665997566754,0
556,-65.61837509233752,97.16888056492829,0
561,-198.5340602473922,293.9928390653161,0
592,-955.243176818143,1409.563065507316,0
593,-981.8906887246834,1448.8843079748522,0
594,-1006.0136995032358,1484.4803801033588,0
610,-1454.9646859696288,2153.271772229715,0
623,-1788.6477847047508,2647.1053369238607,0
626,-1868.989269047855,2766.006539161461,0
629,-1949.890624361991,2885.7363212055957,0
630,-1969.7660438336302,2915.1509043375454,0
634,-2072.7823025035336,3067.609588739765,0
646,4409.812426279157,310.7811569801737,0
660,-2730.6460176998053,3980.0864172176202,0
661,-2756.9525469012433,4018.429819797124,0
662,-2784.082307540542,4055.6018378706426,0
663,-2811.814183958591,4095.9991525132527,0
669,-2973.0161376284673,4320.714941754513,0
673,-3079.954792236029,4473.5170772315505,0
674,-3246.3928555771154,4715.262027688161,0
680,-3261.8643813614044,4824.552292193109,0
683,-3343.9185787203987,4945.91686155242,0
684,-3370.2431335045135,4984.852934998752,0
685,-3396.567688288628,5023.789008445084,0
690,-3524.2697838370973,5212.670386014524,0
694,-3631.808390614756,5371.728388178264,0
700,-3787.235283223091,5601.616906930543,0
704,-3983.1333059781596,5898.296078471095,0
715,-4262.632678373888,6315.896825610679,0
717,-4308.505033717129,6383.865399343423,0
718,-4340.391914870357,6431.111846938135,0
719,-4366.40489686378,6469.655001554874,0
720,-4378.991823634791,6488.304915079103,0
721,-4396.054102146607,6513.585908967501,0
730,-4555.999402668521,6730.764407211419,0
733,-4639.61293023327,6858.318446974611,0
734,-4664.90714166367,6899.762164173145,0
736,-4717.836299687048,6978.04852461311,0
737,-4746.961339022664,7021.1267335324565,0
740,-4825.935003375007,7137.934953871452,0
742,-4876.063676846885,7212.079178838404,0
743,-4906.588958458251,7257.228455494257,0
744,-4929.272883325414,7290.779752825671,0
745,-4960.638310302231,7337.171670123428,0
759,9641.463491091454,684.7662465765966,0
761,-5368.668909456003,7940.680808541574,0
762,-5397.2338518813185,7982.930590366318,0
764,-5447.362525353196,8057.074815333269,0
767,-5524.935947429789,8171.811967935758,0
769,-5576.464863177417,8248.027260639217,0
771,-5630.234166566246,8327.556261721085,0
774,-5704.4470071810365,8437.322851755958,0
818,887.4625157770207,63.76006266246211,0
840,-956.084677194139,1410.8047889536592,0
841,-979.9271878473594,1445.986953266718,0
842,-1005.7331993779038,1484.066472287911,0
844,-1057.3452224389928,1560.2255103302973,0
848,-1160.755636224271,1711.813195262143,0
859,-1494.1556539418746,2211.2723586870816,0
871,-1788.9277201902669,2647.519626827128,0
874,-1870.1090109899192,2767.6636987745287,0
876,-1921.897075810387,2844.3073308789053,0
877,-1948.770882419927,2884.0791615925277,0
878,-1971.4456567467264,2917.636643757147,0
879,-1994.1204310735259,2951.194125921766,0
880,-2024.6333989947743,2996.351725377858,0
894,4411.3087150626025,310.88660780536634,0
909,-2758.9326082389857,4021.3158823568715,0
910,-2786.0631558561167,4058.4873603451147,0
922,-3142.900703755145,4564.943617267952,0
926,-3209.4953202483257,4747.094358847746,0
927,-3238.340311128791,4789.758354219791,0
930,-3313.953394019333,4901.59601199117,0
932,-3367.442648953012,4980.710799525738,0
933,-3394.8873975577267,5021.303727161276,0
950,-4263.471806825289,6317.140153178961,0
951,-4315.497770812135,6394.226462412439,0
952,-4367.523734798981,6471.312771645917,0
953,-4419.549698785828,6548.399080879394,0
961,-4746.121193657214,7019.884092890552,0
964,-4903.7884739067495,7253.086320021243,0
965,-4957.277728840429,7332.201107555811,0
971,9548.198422533189,678.1422759530121,0
972,9640.466003727193,684.6954019709968,0
1002,882.9740849582553,63.437589740876184,0
1013,-953.2796759408188,1406.6657107991816,0
1014,-1003.4891983752477,1480.755209764329,0
1015,-1054.5402211856726,1556.0864321758197,0
1017,-1158.2301193075496,1708.0887135125095,0
1023,-1512.6313959859333,2238.615492302697,0
1029,-1810.2028170894862,2679.0056594754124,0
1030,-1865.0701722506303,2760.2064805157247,0
1031,-1944.2919146516704,2877.4505231402577,0
1033,-2045.0686894374455,3026.594888316342,0
1034,-2092.9376574606886,3097.4384617749815,0
1053,-3049.6159970443828,4429.4511322590515,0
3,-4977.72126606639,7362.438696508813,0
5,-5028.970133358868,7438.239775664971,0
6,-5053.614397412081,7474.690567827494,0
7,-5078.538709920445,7511.555573537319,0
8,-5199.519642545311,7690.495825971526,0
15,-5284.934421366108,7816.8309578984545,0
19,-5388.272301316514,7969.675756852673,0
23,-5492.450326632371,8123.7631964487955,0
24,-5519.334978326786,8163.52769698973,0
25,-5543.979242379999,8199.978489152254,0
28,-5620.992567546291,8313.88721466014,0
31,-5697.725844257433,8427.381726620724,0
32,10370.626754365163,736.5536532700754,0
61,-53.306185309553506,78.93676651436606,0
64,361.3537412021997,25.466374284016947,0
68,-307.10518833194214,454.7669356930013,0
101,-1045.8447173003806,1543.2552898969395,0
102,-1070.528728329597,1579.6791776563416,0
104,-1122.7017516413498,1656.6660313296231,0
105,-1147.9467629212304,1693.9177347199209,0
107,-1231.7507228832196,1816.5125155573978,0
109,-1289.2428785441318,1908.0121494957102,0
111,-1343.2704272487279,1987.970100826222,0
120,-1555.8091925866736,2301.1633620329526,0
129,-1797.6057202412642,2660.3626138284017,0
130,-1822.799913937708,2697.6487051224226,0
133,-1906.5006241070046,2821.521386199226,0
134,-1931.9747532889644,2859.2217673965138,0
135,-1959.1284953840204,2899.4078880134034,0
136,-1978.7239793701435,2928.4081812420864,0
137,-2008.1172053493278,2971.908621085111,0
141,3916.9592262529686,277.1208804326124,0
171,-2870.9475067741414,4184.584564308307,0
179,5672.341707290175,451.09269361893297,0
185,-3245.061474052395,4799.699479355024,0
189,-3350.0796447337025,4955.029559593051,0
191,-3405.5292388534326,5037.043841958729,0
192,-3427.933115265445,5070.180925742841,0
193,-3458.178348421661,5114.915988851393,0
196,-3536.0318189534037,5230.067355001183,0
197,-3562.076325282368,5268.589214900214,0
201,-3667.3745444188253,5424.333508685542,0
203,-3719.4635570767537,5501.377228483603,0
205,-3770.4323759140816,5576.764094092459,0
209,-3918.774132113607,5802.991845934065,0
210,-3992.0876258201843,5911.555797780595,0
222,-4298.15578281652,6368.531026001279,0
225,-4380.670080537593,6490.791570215666,0
235,-4541.985686072081,6710.061370063341,0
239,-4649.418579371772,6872.813247593199,0
242,-4727.918044072454,6992.960212315961,0
244,-4783.087589737034,7074.560281134338,0
246,-4839.097280767064,7157.402990594618,0
247,-4862.901399454828,7192.611142115238,0
253,-5020.568679704364,7425.813369245929,0
255,-5075.178128458643,7506.585010969702,0
271,-5487.4094544396685,8116.30735259737,0
274,-5562.462440419909,8227.316583274147,0
277,-5642.836347048003,8346.19587134965,0
314,-188.1806279300511,278.6612886137069,0
316,-305.7060758566258,452.6951045508919,0
345,-941.2181705515427,1388.8676747349284,0
346,-965.9021815807591,1425.2915624943305,0
347,-991.7081931113036,1463.3710815155234,0
348,-1018.916705268508,1503.5201396139553,0
349,-1164.4962703158187,1718.3382958313382,0
353,-1172.5097810839422,1735.2532598334128,0
354,-1213.1004264837684,1795.3252958071134,0
356,-1260.9693945070117,1866.1688692657533,0
357,-1290.362620486196,1909.669309108778,0
359,-1339.0713949659873,1981.7557522772186,0
379,-1854.4326238010208,2744.4634641915823,0
381,-1905.3808821649404,2819.8642265861586,0
382,-1934.4941726586087,2862.950376525916,0
383,-1956.049205043344,2894.850699077467,0
389,3916.9592262529686,277.1208804326124,0
415,-2765.7213899683893,4031.2109539902917,0
419,-2872.3715467490238,4184.213696732831,0
421,-2926.762627749841,4258.466048157111,0
424,5534.277592978908,440.11315175939745,0
427,5672.840133695631,451.132330954166,0
431,-3191.2921706635657,4720.170478273155,0
432,-3220.4172099991815,4763.248687192501,0
437,-3349.519547823402,4954.201132498448,0
439,-3400.76841511588,5030.002211654605,0
440,-3427.6530668102946,5069.76671219554,0
443,-3507.186828072938,5187.403359629139,0
444,-3533.7914313122023,5226.753646622772,0
446,-3585.600395514981,5303.383152873532,0
448,-3639.64974735896,5383.326367502703,0
449,-3662.0536237709725,5416.463451286815,0
450,-3688.378178555087,5455.399524733148,0
451,-3714.4226848840513,5493.921384632178,0
469,-4269.625415468894,6326.257888679695,0
470,-4295.638397462318,6364.801043296434,0
471,-4321.65137945574,6403.344197913173,0
473,-4373.397633958786,6480.01606462389,0
474,-4399.41061595221,6518.559219240629,0
475,-4425.4235979456325,6557.102373857368,0
484,-4563.00626096674,6741.115925785458,0
485,-4593.666459984288,6790.399952647517,0
489,-4699.913198557439,6951.538857585821,0
491,-4752.842356580817,7029.825218025786,0
495,-4860.380963358476,7188.883220189526,0
496,-4888.105760418342,7229.890361372364,0
497,-4910.789685285504,7263.441658703779,0
498,-4938.514482345368,7304.448799886617,0
500,-4993.9640764650985,7386.463082252295,0
503,-5069.57715935564,7498.300740023675,0
515,-5377.630460020809,7953.935642055219,0
517,-5428.0391819478355,8028.494080569472,0
518,-5456.6041243731515,8070.743862394215,0
519,-5483.488776067566,8110.50836293515,0
522,-5558.261713592657,8221.103380064626,0
524,-5609.790629340285,8297.318672768084,0
525,-5635.835135669249,8335.840532667115,0
526,-5660.759448177612,8372.705538376938,0
527,-5687.924148327177,8412.884252465175,0
528,-5714.528751566442,8452.234539458808,0
558,-77.09109738993172,114.15789593022492,0
563,-207.48838008941692,307.2525583748159,0
564,-299.829803460297,443.9934137540327,0
571,856.0435000456623,61.502752211360615,0
593,-936.4496684208985,1381.8312418723165,0
594,-962.536180076775,1420.3246687089575,0
597,-1071.931228956257,1581.7487167335803,0
599,-1125.200684031731,1665.2382661813067,0
600,-1148.7152648150786,1700.0386180557264,0
601,-1171.390039141878,1733.5961002203453,0
602,-1197.983910265902,1772.9536410307007,0
603,-1224.577781389926,1812.3111818410564,0
604,-1246.9726202312095,1845.4543741024083,0
607,-1330.953265886022,1969.7413450824786,0
619,-1626.9415001948123,2406.3736030475093,0
625,-1791.7270750454275,2651.662525859797,0
630,-1924.4164951800312,2848.0359400083075,0
631,-1951.8501727606035,2888.636350528464,0
632,-1975.0848180584348,2923.0224124996166,0
633,-2004.7579795231354,2966.937142245908,0
634,-2030.5120441906113,3005.051813346463,0
648,4420.286447763278,311.519312756522,0
660,-2683.188948711764,3913.201966166717,0
661,-2709.2022669352195,3951.1401695375307,0
663,-2762.3269991036873,4026.2634181735816,0
665,-2816.62481558213,4103.006849951256,0
667,-2866.987384098656,4178.812439188811,0
671,-2977.550982778575,4327.305478869541,0
672,5527.299623302526,439.5582290661357,0
676,-3250.0788774228295,4720.615834086689,0
682,-3268.3054958298576,4834.079203781041,0
684,-3320.6745569429363,4911.537137126404,0
690,-3475.5413526409707,5140.5972287840805,0
691,-3501.3058105147848,5178.70487513581,0
692,-3530.710898305551,5222.197297602457,0
694,-3584.48020169438,5301.726298684326,0
696,-3632.3684875250565,5372.5568152728665,0
697,-3659.253139219471,5412.321315813801,0
699,-3712.462345698,5491.021889801068,0
700,-3738.226803571814,5529.129536152797,0
701,-3762.8710676250275,5565.580328315321,0
703,-3854.4469124591274,5701.02815828288,0
705,-3910.0996347666455,5790.146492852987,0
717,-4265.9891921794915,6320.870135883807,0
719,-4318.015156166337,6397.956445117285,0
720,-4343.74842867596,6436.085157211262,0
723,-4426.542435880834,6558.760143948411,0
732,-4561.044340643239,6738.217500584727,0
735,-4642.694705676799,6862.873955740453,0
736,-4667.147529304871,6903.075872551556,0
737,-4695.712471730187,6945.325654376299,0
739,-4746.961339022664,7021.1267335324565,0
740,-4775.80632990313,7063.7907289045015,0
741,-4802.130884687244,7102.726802350833,0
743,-4853.939848890022,7179.356308601593,0
744,-4883.344936680789,7222.84873106824,0
745,-4906.869006913402,7257.642669041558,0
747,-4958.117874205879,7333.443748197716,0
751,-5076.858419189544,7509.070292253511,0
761,9646.94967159488,685.1558919073957,0
766,-5453.80363982165,8066.601726921202,0
768,-5503.932313293527,8140.745951888152,0
769,-5530.816964987942,8180.510452429087,0
771,-5580.665590004669,8254.240463848737,0
772,-5606.990144788783,8293.17653729507,0
775,-5684.843615320526,8408.32790344486,0
776,-5707.247491732538,8441.464987228972,0
777,10391.075245332482,738.005967684872,0
844,-1011.9042021352079,1493.1724442277616,0
845,-1037.9907137910843,1531.6658710644024,0
852,-1244.4532008615652,1841.7257649730063,0
853,-1270.767136500073,1880.669015880095,0
855,-1328.1539110308618,1965.5984460498096,0
856,-1350.548749872145,1998.7416383111615,0
863,-1525.8440078856072,2256.8425124717023,0
869,-1673.2639851343984,2473.434191271753,0
874,-1814.4018493722267,2685.2200080244156,0
876,-1870.1090109899192,2767.6636987745287,0
878,-1923.296753237967,2846.37878039524,0
879,-1947.3712049923467,2882.0077120761935,0
882,-2025.1932699658064,2997.1803051843917,0
883,-2052.6269475463787,3037.780715704548,0
884,-2075.86159284421,3072.166777675701,0
886,-2175.518625687921,3219.6539832387175,0
892,-2371.5168584004077,3513.8509292260337,0
912,-2786.912090848506,4059.724012834174,0
913,-2812.66311895098,4097.235805002312,0
915,-2863.3101273285624,4173.452608720709,0
919,-2973.8664210941124,4321.950667463581,0
923,-3079.954792236029,4473.5170772315505,0
928,-3211.735707889527,4750.408067226157,0
932,-3314.2334424744827,4902.010225538471,0
935,-3392.3669614613755,5017.575805235563,0
937,-3446.976410215655,5098.347446959337,0
938,-3473.0209165446195,5136.869306858368,0
939,-3499.0654228735834,5175.391166757398,0
944,-3627.6076637875035,5365.515184968743,0
945,-3654.4923154819185,5405.279685509678,0
946,-3682.4971609969334,5446.701040239818,0
947,-3709.101764236198,5486.051327233452,0
948,-3733.7460282894117,5522.502119395976,0
949,-3759.7905346183757,5561.023979295006,0
950,-3786.3951378576403,5600.374266288639,0
951,-3848.5658949009744,5692.329673789551,0
967,-4311.581838038932,6388.42426709379,0
968,-4337.594820032355,6426.9674217105285,0
969,-4363.607802025778,6465.510576327268,0
980,-4552.075562021517,6724.967556809957,0
985,-4688.151163441132,6934.141888599162,0
986,-4713.075475949496,6971.006894308986,0
988,-4769.645263889826,7054.67803086387,0
990,-4819.493888906553,7128.40804228352,0
993,-4900.427892444948,7248.115757453626,0
1012,-5391.072785868016,7973.817892325686,0
1013,-5420.1978252036315,8016.896101245033,0
1014,-5443.441846981094,8051.2758256710495,0
1015,-5468.646207944608,8088.555044928175,0
1016,-5494.410665818422,8126.662691279905,0
1018,-5548.179969207251,8206.191692361775,0
1021,-5623.7930520977925,8318.029350133154,0
1023,-5676.442161666021,8395.901497025818,0
1024,-5704.166958725887,8436.908638208657,0
1025,10377.609165914979,737.0495655092742,0
1054,-66.45784257752734,98.4119792501939,0
1060,-222.03914983270712,328.79960225275306,0
1061,-312.4218157381443,462.6398940330168,0
1068,880.9792268165817,63.294268442393545,0
1090,-951.8771753141589,1404.596171721943,0
1091,-977.1221865940394,1441.8478751122404,0
1092,-1003.2086982499158,1480.3413019488812,0
1093,-1028.7342096551283,1518.0069131546265,0
1094,-1091.0052374788334,1609.8944481840274,0
1104,-1347.1895240459526,1993.7701594719588,0
1105,-1458.0439763103052,2157.8289611656514,0
1110,-1496.1588716396911,2212.9358764577532,0
1113,-1567.85127615813,2318.9745445669128,0
1116,-1638.983583766269,2424.18478558147,0
1121,-1781.0895265958177,2635.9195095356545,0
1124,-1865.9099787071784,2761.4493502255254,0
1127,-1942.332366253058,2874.5504938173895,0
1130,-2020.9942376830659,2990.9659566353885,0
1131,-2047.3081733215738,3029.909207542477,0
1133,-2096.576818772397,3102.8242305174513,0
1134,-2162.361657868667,3200.182357785173,0
1144,4404.326034073189,310.39450395446744,0
1159,-2754.6896196581088,4015.131462585984,0
1163,-2858.7842728422934,4166.855894298428,0
1167,-2969.048148122123,4314.948221778865,0
1177,-3231.899196660338,4780.231442631858,0
1179,-3283.4281124079657,4856.446735335317,0
1180,-3311.7130063781315,4898.282303612758,0
1184,-3415.0508863285377,5051.127102566977,0
1185,-3443.055731843553,5092.548457297117,0
1188,-3522.8695415613465,5210.599318278018,0
1190,-3572.998215033224,5284.743543244969,0
1192,-3623.967033870552,5360.1304088538245,0
1193,-3650.291588654666,5399.066482300156,0
1196,-3727.8650107312583,5513.803634902646,0
1199,-3848.0057979906737,5691.501246694948,0
1201,-3899.7462024493043,5774.814942401378,0
1202,-3925.489871995125,5812.93663541619,0
1203,-4004.119993107905,5929.373545602735,0
1214,-4282.771761207506,6345.736687249445,0
1216,-4334.518015710552,6422.408553960162,0
1218,-4386.264270213598,6499.080420670879,0
1219,7874.370765117887,552.787586652182,0
1228,-4551.51501335766,6724.139435324034,0
1229,-4575.45596872707,6763.481037212999,0
1230,-4605.1530775465335,6807.379576229291,0
1232,-4659.8662694709665,6892.30632032172,0
1237,-4793.169334122439,7089.471968837188,0
1241,-4897.627407893447,7243.973621980612,0
1244,-4974.920781514888,7358.2965610358,0
1245,-5001.245336299003,7397.232634482132,0
1248,-5080.779097561646,7514.86928191573,0
1249,-5199.799691000461,7690.910039518828,0
1256,-5284.654372910957,7816.416744351153,0
1257,-5311.819073060522,7856.595458439389,0
1259,-5360.547504256649,7928.668615669833,0
1260,-5391.352834323166,7974.2321058729885,0
1264,-5492.730375087521,8124.177409996097,0
1265,-5518.494832961335,8162.285056347826,0
1266,-5544.259290835149,8200.392702699555,0
1269,-5619.31227681539,8311.401933376332,0
1272,-5697.445795802283,8426.967513073423,0
1273,10370.626754365163,736.5536532700754,0
1303,-86.04541723195645,127.41761523972473,0
1307,-195.4560128016962,289.4348105526755,0
1309,-307.94465581713195,456.0100343782669,0
1339,-973.1951848393912,1436.053165695972,0
1340,-999.0011963699357,1474.1326847171651,0
1341,-1024.80720790048,1512.212203738358,0
1342,2079.8481418112133,149.99756499504912,0
1351,-1313.5972657840275,1944.0553710799306,0
1353,-1453.5650085420484,2151.200322713381,0
1363,-1609.8585444306532,2381.1065766621236,0
1370,-1804.0442364081332,2669.8912816035404,0
1371,-1834.2772688438658,2714.634591156366,0
1372,-1860.8711399678898,2753.992131966721,0
1376,-1967.5265599495017,2911.8365851114104,0
1377,-1992.1608826749134,2948.2940965988973,0
1379,-2044.5088184664132,3025.766308509808,0
1382,-2164.041270781763,3202.6680972047743,0
1407,-2750.446631077232,4008.947042815096,0
1408,-2776.4702943732777,4046.8781507432072,0
1409,-2804.1737690270875,4084.869280111717,0
1411,-1597.5995054303273,4787.735203908918,0
1419,-3072.582748544601,4462.809464434495,0
1420,-3135.245119921739,4553.82417320947,0
1426,-3257.663654534152,4818.339088983587,0
1427,-3281.747821677065,4853.961454051509,0
1428,-3307.792328006029,4892.483313950539,0
1432,-3412.8104986873363,5047.813394188565,0
1433,-3441.6554895678023,5090.47738956061,0
1435,-3490.663969219079,5162.964760338356,0
1438,-3572.998215033224,5284.743543244969,0
1441,-3647.7711525583145,5395.338560374444,0
1447,-3844.645216528872,5686.530684127331,0
1449,-3893.310285062849,5765.2845191476745,0
1450,-3917.934664628417,5801.748747248799,0
1462,-4281.932632756105,6344.4933596811625,0
1466,-4390.180202986801,6504.882615989528,0
1485,-4789.808752660638,7084.501406269572,0
1489,-4898.747601714047,7245.6304761698175,0
1491,-4949.156323641075,7320.18891468407,0
1492,-4976.881120700939,7361.19605586691,0
1493,-5001.5253847541535,7397.646848029433,0
1496,-5084.699775933748,7520.668271577951,0
1497,-5200.639836365912,7692.1526801607315,0
1505,9630.989873766728,684.0223782177984,0
1508,-5387.992252861364,7969.261543305372,0
1512,-5493.850568908121,8125.834264185302,0
1513,-5519.615026781936,8163.941910537032,0
1514,-5546.2196300212,8203.292197530665,0
1516,-5594.9480612173265,8275.365354761108,0
1517,-5623.513003642643,8317.615136585853,0
1520,-5699.126086533183,8429.452794357232,0
1521,10372.122985411552,736.6599201784751,0
1550,-60.86139267626188,90.12465468175651,0
1551,-86.04541723195645,127.41761523972473,0
1555,-197.97441525726566,293.16410660847237,0
1556,-222.3189723277704,329.21396848117496,0
1564,874.9946523915611,62.86430454694565,0
1587,-971.5121840873992,1433.5697188032855,0
1588,-997.8791958686077,1472.477053455374,0
1589,-1024.80720790048,1512.212203738358,0
1590,-1083.992734345533,1599.5467527978335,0
1600,-1342.9904917632118,1987.5558109229553,0
1612,-1635.342953849317,2418.8000094665513,0
1617,-1780.8095911103017,2635.5052196323877,0
1620,-1861.990881909954,2755.649291579789,0
1621,-1912.9391402738736,2831.050053974365,0
1624,-2040.0298506981567,3019.1376700575374,0
1625,-2091.8179155186244,3095.781302161914,0
1639,-2801.909942380716,4081.571540140892,0
1640,-2852.561222923674,4157.785411967793,0
1644,-3069.747347124821,4458.691151820242,0
1647,-3251.5025885208483,4809.226390942957,0
1648,-3305.551940364828,4889.169605572128,0
1650,-3411.9703533218863,5046.570753546662,0
1651,-3462.9391721592137,5121.957619155517,0
1652,-3513.6279425413913,5196.930271217071,0
1653,-3567.957342840521,5277.287699393543,0
1655,-3672.9755135218284,5432.617779631571,0
1656,-3723.664283904006,5507.590431693125,0
1676,-4732.958916265156,7000.416056167386,0
1678,-4840.777571497965,7159.888271878427,0
1679,-4893.426681066194,7237.760418771091,0
1680,-4948.876275185924,7319.774701136769,0
1681,-5001.5253847541535,7397.646848029433,0
1683,-5196.71915799381,7686.353690498512,0
1687,-5305.377958592069,7847.068546851457,0
1691,-5515.414299954683,8157.72870732751,0
1692,-5567.783361067762,8235.186640672873,0
1695,-5693.52511743018,8421.168523411203,0
1713,-223.71808480308675,331.2857996232843,0
6,-5073.777886182893,7504.513943233195,0
16,9638.471028998674,684.5537127597971,0
18,-5367.268667180253,7938.609740805067,0
21,-5446.242331532596,8055.417961144063,0
22,-5470.326498675508,8091.040326211984,0
23,-5498.051295735374,8132.047467394823,0
25,-5550.140308393302,8209.091187192884,0
26,-5575.904766267116,8247.198833544613,0
28,-5625.473342828694,8320.514631416961,0
61,-70.09553501334989,103.7987402196782,0
63,329.93167674983454,23.251906954971997,0
97,-953.2796759408188,1406.6657107991816,0
99,-1006.0136995032358,1484.4803801033588,0
100,-1063.235725070965,1568.9175744547001,0
108,-1268.8075881014606,1877.7689865572265,0
110,-1317.516362581252,1949.8554297256674,0
117,-1495.5987747293907,2212.1074493631504,0
122,-1618.540046540308,2393.9471966284673,0
123,-1747.9224328196783,2585.313855481716,0
130,-1839.8759785541865,2722.9203892217038,0
131,-1866.1899141926945,2761.863640128792,0
132,-1892.5038498312024,2800.806891035881,0
133,-1916.858237071098,2836.8501126201013,0
136,-1997.4796568997183,2956.1656047609686,0
137,-2021.834044139614,2992.2088263451888,0
138,-2047.0282378360578,3029.49491763921,0
140,-2099.376173627558,3106.9671295501203,0
143,-2266.702121260043,3356.5736333313503,0
165,-2731.7774813213723,3981.73559582319,0
166,-2758.0840105228103,4020.078998402694,0
167,-2785.497199194524,4057.6629253524084,0
168,-2812.66311895098,4097.235805002312,0
174,-2974.7167045597575,4323.186393172648,0
